descriptor,model,mean_rmse,std_rmse,mean_mae,std_mae,mean_r2,std_r2
morgan_r1_count_1024,ridge,0.9139050785672899,0.08278820615077886,0.6488429218278747,0.020436336686906312,0.33400215466680416,0.08987419524256149
rdkit_count_2048,elasticnet,0.9162631287731801,0.033027690458390935,0.7120421773500041,0.020222340210126647,0.3317054221075016,0.015937833930325496
rdkit_count_512,ridge,0.9182602544932845,0.04696592497927661,0.7020596795011699,0.014805912200435466,0.3287859353364967,0.03771209316904548
morgan_r2_bits_512,elasticnet,0.9186132064596786,0.01902295720432188,0.7165346500851058,0.01648357712442541,0.3276720651366378,0.017101377366856796
rdkit_bits_512,rf,0.9198803256659422,0.01755328781853614,0.7064476517656492,0.013370041724488194,0.3250220202290791,0.036106196879371576
morgan_r0_bits_2048,hgb,0.922498051361849,0.023773011000182098,0.7028360525545544,0.017181529438518292,0.32155204211286376,0.03359056970653643
morgan_r0_bits_1024,hgb,0.9225188689333811,0.02380900993366082,0.7028676156878373,0.01724580415247046,0.3215234471344145,0.03357651570303337
torsion_count_512,ridge,0.9265050907840002,0.04895095182980468,0.6871091616937678,0.01572162981299674,0.31664256694807713,0.04116602938164708
morgan_r0_count_512,ridge,0.9272779520047683,0.0448606217559108,0.6911263404966443,0.017484361200435915,0.31552898739171165,0.03517656519418169
morgan_r2_count_1024,ridge,0.9284648727920395,0.04182498616388772,0.6967475550299652,0.010858001587251134,0.31370444652392704,0.03233116997543403
morgan_r0_bits_1024,svr,0.9288576235743639,0.02785296577210334,0.6851092740394268,0.022900358220109267,0.31226244019177657,0.0350598580705733
morgan_r0_bits_2048,svr,0.9288576235743644,0.027852965772103583,0.6851092740394271,0.022900358220109364,0.31226244019177596,0.035059858070573914
torsion_bits_512,ridge,0.9321078768666997,0.021659346534695013,0.7075245027313388,0.011373975580857221,0.3070835239697255,0.03661037129381084
rdkit_phys_props,elasticnet,0.9322221128294126,0.033933886269098795,0.7147140239809404,0.02108526725184747,0.30798713230972846,0.025386866730647054
morgan_r0_bits_512,hgb,0.9360528580442178,0.019712410735294363,0.7142113031175615,0.016047858304133085,0.3013254650262641,0.034352407478667926
morgan_r0_bits_512,svr,0.9383980405323774,0.029379413979531803,0.6916572536277932,0.024397284158096253,0.29789204168401906,0.03970728229783051
